ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_vir_wp,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
275049.72,7046728.89,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276485.24,7048029.96,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7591305161,7055784.536550213,279730.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953585675,7052000.023190208,225
275050.11,7046738.88,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276480.76,7048038.89,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.76296558825,7055784.528129282,279720.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395358651,7052000.023214197,226
275050.91,7046758.87,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276476.27,7048047.83,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.76068983116,7055784.5316535,279710.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953592794,7052000.023238228,227
275051.3,7046768.86,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276467.29,7048065.7,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.76002719527,7055784.530646624,279700.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953599057,7052000.023262304,228
275051.7,7046778.85,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276462.81,7048074.64,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7599677371,7055784.530277494,279690.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395359984,7052000.023286449,229
275052.1,7046788.84,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276458.32,7048083.58,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7576885408,7055784.533799629,279680.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953606065,7052000.023310615,230
275052.5,7046798.83,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276453.83,7048092.51,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.75929941237,7055784.529267659,279670.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953612264,7052000.02333485,231
275052.89,7046808.82,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276449.35,7048101.45,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7592378581,7055784.528897864,279650.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953619156,7052000.023383472,232
275053.29,7046818.81,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276440.38,7048119.33,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7568933759,7055784.532048085,279640.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953625297,7052000.023407839,233
275053.69,7046828.8,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276440.38,7048119.33,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7568933759,7055784.532048085,279640.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953625297,7052000.023407839,234
275054.09,7046838.8,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276435.89,7048128.26,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.75850041007,7055784.527513921,279630.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953631414,7052000.023432273,235
275054.09,7046838.8,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276431.4,7048137.2,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7562158989,7055784.53103317,279610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953638155,7052000.023481299,236
275054.89,7046858.78,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276426.92,7048146.14,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.75615121785,7055784.530661795,279610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953638155,7052000.023481299,237
275055.28,7046868.77,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276426.92,7048146.14,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.75615121785,7055784.530661795,279610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953638155,7052000.023481299,238
275055.68,7046878.76,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",1.0,276417.95,7048164.01,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7576892506,7055784.525753729,279590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395364483,7052000.023530525,239
275055.68,7046878.76,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276417.95,7048164.01,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7576892506,7055784.525753729,279590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395364483,7052000.023530525,240
275056.48,7046898.74,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276413.46,7048172.95,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7554013877,7055784.529271047,279590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395364483,7052000.023530525,241
275056.48,7046898.74,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276400.01,7048199.77,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7529762885,7055784.532041838,279560.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395366279,7052000.023604745,242
275057.28,7046918.72,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276400.01,7048199.77,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7529762885,7055784.532041838,279560.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395366279,7052000.023604745,243
275057.68,7046928.71,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276400.01,7048199.77,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7529762885,7055784.532041838,279550.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395366335,7052000.023629604,244
275057.68,7046928.71,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276395.53,7048208.7,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.75679709145,7055784.523612919,279540.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395366927,7052000.02365451,245
275058.47,7046948.7,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276391.04,7048217.64,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.75450496067,7055784.527128237,279540.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395366927,7052000.02365451,246
275058.87,7046958.69,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276382.07,7048235.52,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7521410696,7055784.530268378,279520.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395368105,7052000.0237044515,247
275059.27,7046968.68,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276373.11,7048253.4,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.751997988,7055784.529518463,279500.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953687375,7052000.023754617,248
275059.67,7046978.67,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276373.11,7048253.4,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.751997988,7055784.529518463,279500.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953687375,7052000.023754617,249
275060.07,7046988.66,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276368.62,7048262.34,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7497017822,7055784.5330315335,279480.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395369898,7052000.023805006,250
275060.07,7046988.66,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276368.62,7048262.34,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7497017822,7055784.5330315335,279480.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395369898,7052000.023805006,251
275060.86,7047008.64,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276364.14,7048271.27,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7535172984,7055784.524600167,279470.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395370475,7052000.023830267,252
275060.86,7047008.64,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276355.17,7048289.15,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7511448975,7055784.527735822,279470.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395370475,7052000.023830267,253
275061.66,7047028.63,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276350.69,7048298.09,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7510700513,7055784.527359168,279450.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953710885,7052000.023880969,254
275062.06,7047038.62,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276346.21,7048307.03,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.75099465065,7055784.5269824285,279440.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395371659,7052000.023906411,255
275062.46,7047048.61,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276337.24,7048324.91,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74861697736,7055784.5301148975,279430.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395372227,7052000.023931896,256
275062.86,7047058.6,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276337.24,7048324.91,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74861697736,7055784.5301148975,279420.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395372792,7052000.023957424,257
275063.25,7047068.59,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276332.76,7048333.85,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7485398212,7055784.529737314,279410.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395372826,7052000.023983022,258
275063.65,7047078.58,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",1.0,276328.28,7048342.79,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74846250186,7055784.529358725,279400.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395373388,7052000.024008686,259
275064.05,7047088.57,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276319.31,7048360.66,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7499660367,7055784.524432801,279370.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953750577,7052000.024085969,260
275064.45,7047098.56,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276314.83,7048369.6,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74988664413,7055784.524053628,279370.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953750577,7052000.024085969,261
275064.85,7047108.55,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276310.35,7048378.54,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7498068602,7055784.523673922,279350.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039537616,7052000.024137766,262
275065.25,7047118.55,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276310.35,7048378.54,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7498068602,7055784.523673922,279350.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039537616,7052000.024137766,263
275065.64,7047128.54,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276305.87,7048387.48,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74972635286,7055784.52329446,279350.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039537616,7052000.024137766,264
275065.64,7047128.54,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276296.9,7048405.36,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74733594223,7055784.526420549,279330.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395376727,7052000.024189786,265
275066.44,7047148.52,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276296.9,7048405.36,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74733594223,7055784.526420549,279320.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395377271,7052000.024215876,266
275066.84,7047158.51,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276292.42,7048414.3,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7472537169,7055784.526039991,279310.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395377812,7052000.024242033,267
275067.24,7047168.5,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276292.42,7048414.3,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7472537169,7055784.526039991,279310.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395377812,7052000.024242033,268
275067.63,7047178.49,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276283.46,7048432.18,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7470878949,7055784.52527767,279300.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395378351,7052000.024268232,269
275067.63,7047178.49,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276278.98,7048441.12,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74700400344,7055784.524896586,279290.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395378888,7052000.0242945,270
275068.43,7047198.47,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276274.5,7048450.06,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74691978924,7055784.524514787,279280.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953794215,7052000.024320813,271
275068.83,7047208.46,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276270.02,7048459.0,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7468349524,7055784.524132941,279270.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953799536,7052000.024347192,272
275069.22,7047218.46,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276265.54,7048467.94,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7467498121,7055784.5237503275,279260.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395380483,7052000.024373638,273
275069.62,7047228.45,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276256.58,7048485.82,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7465774876,7055784.522985358,279250.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953810106,7052000.02440013,274
275070.02,7047238.44,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276256.58,7048485.82,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7465774876,7055784.522985358,279230.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395381539,7052000.024453268,275
275070.42,7047248.43,10.0,1.53,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,276252.1,7048494.76,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7464907094,7055784.522602081,279220.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953820595,7052000.024479939,276
