ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
274997.8,7044893.68,7.92,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273147.46,7046446.26,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.20202845836,7057763.630896995,281530.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952908155,7052000.019554166,44
274997.38,7044909.49,7.89,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273147.46,7046446.26,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.20202845836,7057763.630896995,281520.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952911374,7052000.019571223,45
274997.16,7044917.37,7.87,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273153.82,7046465.23,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.20513933257,7057763.63801006,281510.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395291458,7052000.019588296,46
274996.93,7044925.24,7.86,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273153.82,7046465.23,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.20513933257,7057763.63801006,281490.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395292096,7052000.019622529,47
274996.7,7044933.1,7.85,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273157.0,7046474.71,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.2052261724,7057763.637055685,281480.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952924133,7052000.019639699,48
274996.46,7044940.94,7.84,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273157.0,7046474.71,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.2052261724,7057763.637055685,281480.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952924133,7052000.019639699,49
274996.46,7044940.94,7.84,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273163.37,7046493.67,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.20658755355,7057763.6380860815,281470.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952927294,7052000.0196569115,50
274995.98,7044956.61,7.82,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273166.55,7046503.15,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.2066763652,7057763.6371310875,281460.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395293044,7052000.019674126,51
274995.73,7044964.42,7.82,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273166.55,7046503.15,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.2066763652,7057763.6371310875,281460.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395293044,7052000.019674126,52
274995.73,7044964.42,7.82,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273176.09,7046531.59,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.2069467569,7057763.634265813,281440.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952936706,7052000.019708664,53
